gyroX,gyroY,gyroZ,accelX,accelY,accelZ
 -2.02, 0.91, -0.79,0.07, 0.10, 1.02
 -1.95, 0.97, -0.93,0.07, 0.09, 1.02
 -1.96, 0.95, -0.85,0.08, 0.09, 1.02
 -2.08, 0.85, -0.68,0.07, 0.09, 1.02
 -1.95, 0.93, -0.78,0.08, 0.09, 1.02
 -2.02, 0.95, -0.60,0.07, 0.09, 1.03
 -1.96, 0.70, -0.53,0.07, 0.09, 1.02
 -2.03, 0.81, -0.57,0.07, 0.09, 1.03
 -2.25, 1.04, -0.66,0.07, 0.09, 1.02
 -2.04, 1.05, -0.82,0.07, 0.09, 1.03
 -1.99, 0.79, -1.02,0.08, 0.09, 1.02
 -2.05, 0.82, -0.60,0.07, 0.09, 1.04
 -1.89, 1.11, -0.79,0.07, 0.09, 1.03
 -2.03, 1.00, -0.79,0.07, 0.09, 1.03
 -1.95, 0.90, -0.85,0.07, 0.09, 1.02
 -2.07, 0.89, -0.96,0.07, 0.09, 1.03
 -1.95, 1.11, -0.70,0.08, 0.09, 1.02
 -2.03, 0.62, -0.75,0.07, 0.09, 1.03
 -2.07, 1.08, -0.69,0.07, 0.10, 1.03
 -1.98, 1.25, -0.59,0.08, 0.09, 1.02
 -2.16, 0.93, -0.48,0.08, 0.10, 1.03
 -1.74, 0.92, -0.70,0.08, 0.09, 1.02
 -1.81, 1.06, -0.61,0.08, 0.10, 1.01
 -1.93, 0.73, -0.92,0.07, 0.10, 1.02
 -1.90, 1.01, -0.85,0.07, 0.09, 1.02
 -2.11, 0.90, -0.87,0.08, 0.09, 1.03
 -2.02, 1.00, -0.89,0.08, 0.09, 1.02
 -2.12, 0.98, -0.79,0.08, 0.09, 1.02
 -1.76, 1.00, -0.92,0.08, 0.08, 1.02
 -2.03, 0.91, -0.82,0.08, 0.09, 1.02
 -2.12, 0.91, -0.87,0.07, 0.09, 1.01
 -1.84, 1.13, -0.63,0.08, 0.09, 1.02
 -2.06, 0.92, -0.49,0.07, 0.09, 1.03
 -2.21, 0.80, -0.60,0.07, 0.10, 1.03
 -1.85, 0.87, -0.76,0.07, 0.09, 1.02
 -1.86, 1.02, -0.73,0.07, 0.09, 1.02
 -2.05, 0.93, -0.78,0.08, 0.09, 1.02
 -2.02, 0.93, -0.66,0.08, 0.10, 1.01
 -2.12, 1.10, -0.93,0.07, 0.10, 1.02
 -1.97, 0.95, -0.96,0.08, 0.09, 1.02
 -1.94, 0.92, -0.88,0.07, 0.09, 1.02
 -1.92, 1.02, -0.84,0.08, 0.09, 1.01
 -2.10, 0.76, -0.79,0.07, 0.10, 1.02
 -1.78, 0.83, -0.78,0.07, 0.09, 1.01
 -2.06, 1.04, -0.63,0.07, 0.08, 1.02
 -2.12, 0.95, -0.92,0.07, 0.08, 1.03
 -2.08, 0.79, -0.66,0.07, 0.09, 1.01
 -2.21, 0.75, -0.65,0.07, 0.09, 1.03
 -2.04, 0.98, -0.82,0.08, 0.09, 1.02
 -1.74, 1.07, -0.55,0.07, 0.10, 1.03
 -1.95, 0.86, -0.73,0.07, 0.09, 1.03
 -1.73, 0.77, -0.79,0.07, 0.10, 1.02
 -1.92, 0.98, -0.83,0.07, 0.09, 1.02
 -1.68, 0.89, -0.95,0.07, 0.09, 1.02
 -2.14, 0.84, -1.00,0.07, 0.09, 1.02
 -1.92, 1.12, -1.02,0.07, 0.08, 1.02
 -2.13, 1.03, -0.83,0.08, 0.10, 1.03
 -2.05, 1.23, -0.63,0.07, 0.09, 1.02
 -2.08, 0.76, -0.90,0.07, 0.09, 1.02
 -1.68, 0.87, -0.58,0.07, 0.09, 1.02
 -1.98, 0.85, -0.49,0.07, 0.09, 1.03
 -1.75, 0.74, -0.49,0.07, 0.09, 1.03
 -1.94, 0.95, -0.69,0.07, 0.09, 1.02
 -1.88, 0.63, -0.76,0.07, 0.09, 1.02
 -1.90, 0.77, -0.87,0.07, 0.09, 1.02
 -2.09, 0.69, -0.92,0.07, 0.10, 1.02
 -2.21, 1.02, -0.91,0.08, 0.08, 1.03
 -2.08, 1.02, -1.13,0.08, 0.09, 1.02
 -1.86, 1.07, -0.89,0.07, 0.10, 1.02
 -1.95, 0.89, -0.80,0.08, 0.08, 1.01
 -1.70, 0.73, -0.62,0.08, 0.09, 1.02
 -2.06, 0.82, -0.64,0.07, 0.09, 1.03
 -1.95, 0.85, -0.76,0.07, 0.09, 1.02
 -2.10, 0.85, -0.66,0.07, 0.09, 1.02
 -1.79, 0.89, -0.70,0.07, 0.09, 1.02
 -2.08, 0.81, -0.84,0.08, 0.09, 1.02
 -1.99, 0.82, -0.82,0.08, 0.09, 1.02
 -1.94, 0.89, -0.63,0.07, 0.10, 1.02
 -1.96, 0.81, -0.88,0.08, 0.10, 1.02
 -1.98, 1.03, -0.88,0.07, 0.08, 1.03
 -2.07, 0.95, -0.90,0.07, 0.09, 1.02
 -1.84, 0.75, -0.85,0.08, 0.08, 1.02
 -2.11, 0.86, -0.79,0.08, 0.09, 1.04
 -1.80, 0.91, -0.89,0.07, 0.08, 1.01
 -2.15, 1.02, -0.88,0.08, 0.09, 1.03
 -2.11, 0.95, -0.74,0.07, 0.09, 1.02
 -1.89, 1.07, -0.73,0.07, 0.09, 1.02
 -2.06, 0.61, -0.50,0.07, 0.09, 1.02
 -1.93, 0.92, -0.82,0.08, 0.09, 1.02
 -1.69, 1.15, -0.58,0.07, 0.09, 1.02
 -2.10, 0.65, -0.79,0.08, 0.08, 1.02
 -1.87, 0.83, -0.82,0.07, 0.08, 1.02
 -1.93, 0.94, -0.85,0.07, 0.09, 1.02
 -1.93, 1.05, -0.94,0.08, 0.09, 1.02
 -1.69, 0.81, -0.94,0.08, 0.09, 1.02
 -1.95, 0.86, -0.80,0.08, 0.09, 1.02
 -2.01, 0.99, -0.75,0.07, 0.09, 1.02
 -2.07, 0.96, -0.72,0.07, 0.10, 1.03
 -1.75, 0.65, -0.54,0.07, 0.09, 1.03
 -1.90, 0.73, -0.82,0.07, 0.09, 1.02
 -1.77, 0.95, -0.65,0.07, 0.09, 1.01
 -2.02, 0.91, -0.89,0.08, 0.08, 1.03
 -2.02, 1.02, -0.72,0.07, 0.09, 1.02
 -1.96, 0.79, -0.75,0.08, 0.10, 1.03
 -2.09, 1.12, -0.70,0.08, 0.09, 1.02
 -1.79, 0.97, -0.95,0.07, 0.09, 1.02
 -1.86, 0.97, -0.74,0.07, 0.09, 1.02
 -1.85, 0.66, -0.82,0.07, 0.09, 1.03
 -1.98, 0.80, -0.84,0.07, 0.08, 1.02
 -2.02, 0.74, -0.73,0.07, 0.09, 1.02
 -1.98, 0.89, -0.77,0.07, 0.09, 1.02
 -2.06, 1.07, -0.71,0.07, 0.09, 1.02
 -2.16, 1.08, -0.94,0.08, 0.09, 1.01
 -2.05, 0.89, -0.69,0.08, 0.09, 1.02
 -2.18, 1.01, -0.61,0.07, 0.09, 1.02
 -1.83, 0.89, -0.67,0.08, 0.09, 1.02
 -2.04, 0.80, -0.67,0.07, 0.09, 1.02
 -1.86, 0.84, -0.88,0.07, 0.09, 1.02
 -1.79, 0.82, -0.75,0.07, 0.09, 1.02
 -1.95, 0.91, -0.88,0.08, 0.09, 1.03
 -2.24, 0.82, -0.98,0.08, 0.08, 1.02
 -1.81, 1.00, -0.89,0.07, 0.09, 1.02
 -2.15, 0.98, -0.93,0.08, 0.09, 1.02
 -1.95, 1.03, -0.69,0.08, 0.09, 1.02
 -2.18, 0.69, -0.72,0.08, 0.09, 1.03
 -1.91, 0.86, -0.64,0.07, 0.10, 1.02
 -1.81, 0.69, -0.60,0.07, 0.09, 1.02
 -1.82, 0.89, -0.47,0.07, 0.09, 1.03
 -2.04, 0.80, -0.62,0.08, 0.09, 1.02
 -2.08, 0.92, -0.71,0.07, 0.09, 1.02
 -1.96, 0.99, -0.83,0.07, 0.09, 1.02
 -1.83, 0.95, -0.89,0.07, 0.09, 1.02
 -2.01, 0.95, -0.79,0.07, 0.09, 1.02
 -1.87, 0.87, -1.02,0.07, 0.09, 1.03
 -1.76, 1.11, -0.85,0.07, 0.10, 1.03
 -1.89, 0.80, -0.76,0.07, 0.09, 1.03
 -1.96, 0.88, -0.83,0.07, 0.09, 1.02
 -2.07, 1.02, -0.64,0.07, 0.09, 1.03
 -1.85, 0.94, -0.63,0.07, 0.09, 1.02
 -1.85, 1.00, -0.63,0.08, 0.09, 1.03
 -2.23, 0.97, -0.69,0.08, 0.09, 1.02
 -1.83, 0.81, -0.70,0.07, 0.09, 1.02
 -1.93, 0.98, -0.66,0.08, 0.09, 1.02
 -1.97, 0.92, -0.68,0.07, 0.09, 1.03
 -1.86, 0.70, -0.79,0.07, 0.09, 1.02
 -1.98, 1.01, -0.69,0.08, 0.09, 1.02
 -1.79, 0.82, -0.72,0.08, 0.09, 1.02
 -2.00, 0.89, -0.92,0.07, 0.09, 1.01
 -2.00, 1.02, -0.73,0.07, 0.09, 1.02
 -1.99, 1.19, -1.01,0.08, 0.09, 1.02
 -2.05, 0.82, -0.80,0.08, 0.09, 1.02
 -1.90, 0.96, -0.82,0.07, 0.09, 1.03
 -2.15, 0.95, -0.63,0.08, 0.09, 1.03
 -1.92, 0.81, -0.62,0.07, 0.09, 1.03
 -2.08, 0.76, -0.34,0.07, 0.09, 1.03
 -1.76, 0.81, -0.66,0.07, 0.08, 1.02
 -2.07, 0.99, -0.79,0.07, 0.09, 1.02
 -2.05, 0.94, -0.77,0.07, 0.09, 1.02
 -1.92, 0.77, -0.99,0.07, 0.09, 1.01
 -1.99, 0.97, -0.92,0.08, 0.09, 1.02
 -2.07, 0.99, -1.03,0.07, 0.09, 1.02
 -2.08, 0.94, -0.82,0.08, 0.09, 1.02
 -1.74, 0.84, -0.81,0.08, 0.10, 1.02
 -1.82, 0.85, -0.85,0.08, 0.10, 1.01
 -2.07, 0.89, -0.62,0.07, 0.09, 1.02
 -1.95, 0.86, -0.84,0.07, 0.09, 1.02
 -1.99, 0.90, -0.55,0.07, 0.09, 1.02
 -2.29, 0.99, -0.61,0.07, 0.09, 1.03
 -2.05, 0.88, -0.60,0.07, 0.09, 1.02
 -2.01, 1.17, -0.77,0.08, 0.09, 1.02
 -2.00, 0.92, -0.69,0.07, 0.09, 1.02
 -1.88, 0.81, -1.02,0.07, 0.09, 1.02
 -2.05, 0.63, -0.73,0.08, 0.09, 1.03
 -2.11, 0.89, -0.76,0.08, 0.09, 1.02
 -1.89, 0.76, -0.82,0.07, 0.10, 1.02
 -1.90, 0.87, -0.95,0.07, 0.09, 1.01
 -1.99, 0.71, -1.11,0.07, 0.08, 1.02
 -2.11, 0.92, -0.90,0.07, 0.09, 1.01
 -1.90, 0.85, -0.64,0.08, 0.09, 1.03
 -1.95, 1.02, -0.64,0.08, 0.10, 1.02
 -2.08, 1.05, -0.66,0.08, 0.10, 1.03
 -1.86, 0.80, -0.59,0.08, 0.10, 1.03
 -1.85, 0.69, -0.59,0.08, 0.09, 1.02
 -1.88, 0.87, -0.68,0.07, 0.09, 1.02
 -1.87, 0.75, -1.03,0.07, 0.09, 1.03
 -1.82, 0.79, -0.85,0.07, 0.09, 1.03
 -2.03, 0.73, -0.79,0.07, 0.09, 1.03
 -1.82, 0.78, -1.03,0.07, 0.09, 1.02
 -1.95, 0.88, -0.98,0.07, 0.09, 1.02
 -2.24, 0.89, -0.82,0.07, 0.10, 1.02
 -1.73, 0.75, -0.64,0.07, 0.09, 1.03
 -1.82, 0.91, -0.64,0.08, 0.09, 1.03
 -2.02, 0.89, -0.40,0.07, 0.09, 1.02
 -2.03, 0.90, -0.60,0.07, 0.09, 1.02
 -2.05, 0.82, -0.79,0.07, 0.10, 1.03
 -2.11, 0.95, -0.86,0.07, 0.09, 1.02
 -2.02, 1.11, -0.69,0.07, 0.08, 1.02
 -2.02, 0.98, -0.85,0.08, 0.10, 1.02
 -1.82, 0.98, -0.95,0.08, 0.09, 1.03
 -1.93, 0.90, -0.85,0.08, 0.09, 1.02
 -2.08, 0.98, -1.02,0.08, 0.09, 1.02
 -2.24, 0.93, -0.92,0.08, 0.09, 1.02
 -1.84, 0.87, -0.80,0.07, 0.09, 1.02
 -1.73, 1.15, -0.86,0.07, 0.09, 1.02
 -1.97, 0.98, -0.60,0.07, 0.09, 1.02
 -1.98, 0.95, -0.68,0.07, 0.08, 1.03
 -2.10, 0.95, -0.85,0.08, 0.09, 1.03
 -1.88, 0.85, -0.76,0.07, 0.09, 1.02
 -1.89, 0.92, -0.66,0.08, 0.10, 1.02
 -2.07, 0.95, -0.73,0.07, 0.09, 1.02
 -1.86, 0.91, -0.74,0.08, 0.09, 1.02
 -1.89, 1.03, -0.85,0.08, 0.10, 1.02
 -1.90, 0.80, -0.89,0.07, 0.09, 1.02
 -2.39, 1.11, -0.73,0.07, 0.09, 1.02
 -1.94, 0.82, -0.79,0.07, 0.09, 1.03
 -2.11, 0.95, -0.71,0.07, 0.09, 1.02
 -2.15, 0.75, -0.92,0.07, 0.09, 1.03
 -1.73, 0.91, -0.88,0.08, 0.09, 1.03
 -2.21, 0.80, -0.69,0.07, 0.09, 1.03
 -1.85, 0.98, -0.63,0.07, 0.09, 1.03
 -1.83, 0.98, -0.57,0.08, 0.09, 1.02
 -2.01, 0.88, -0.43,0.08, 0.09, 1.02
 -1.94, 0.89, -0.48,0.08, 0.09, 1.02
 -2.00, 0.87, -0.70,0.08, 0.09, 1.02
 -1.89, 1.02, -0.85,0.07, 0.09, 1.02
 -1.94, 1.11, -0.89,0.07, 0.09, 1.03
 -1.83, 1.05, -0.98,0.07, 0.09, 1.02
 -1.95, 0.88, -1.04,0.07, 0.09, 1.02
 -1.95, 0.84, -0.87,0.08, 0.09, 1.02
 -1.94, 0.83, -0.85,0.07, 0.10, 1.02
 -1.92, 0.82, -0.63,0.08, 0.09, 1.02
 -1.86, 1.00, -0.80,0.07, 0.09, 1.02
 -2.17, 0.89, -0.71,0.07, 0.09, 1.03
 -1.80, 0.88, -0.63,0.07, 0.09, 1.03
 -2.02, 1.00, -0.59,0.07, 0.08, 1.03
 -1.62, 1.02, -0.75,0.08, 0.08, 1.03
 -1.87, 1.00, -0.91,0.07, 0.09, 1.02
 -1.98, 0.88, -0.82,0.07, 0.09, 1.01
 -1.86, 0.85, -0.75,0.08, 0.09, 1.03
 -1.97, 0.97, -0.90,0.08, 0.10, 1.02
 -2.12, 1.06, -0.92,0.08, 0.09, 1.02
 -1.98, 0.78, -0.84,0.08, 0.09, 1.02
 -2.10, 0.94, -0.95,0.07, 0.09, 1.03
 -2.05, 0.99, -0.90,0.07, 0.09, 1.02
 -1.88, 0.72, -0.82,0.08, 0.09, 1.02
 -2.05, 0.93, -0.70,0.07, 0.09, 1.03
 -2.18, 0.95, -0.59,0.08, 0.09, 1.02
 -1.98, 0.73, -0.47,0.07, 0.08, 1.02
 -1.80, 1.06, -0.69,0.08, 0.08, 1.02
 -2.05, 1.20, -0.69,0.07, 0.09, 1.03
 -1.90, 0.98, -1.03,0.07, 0.09, 1.02
 -2.09, 0.85, -0.89,0.07, 0.08, 1.03
 -2.11, 0.77, -0.82,0.07, 0.09, 1.02
 -2.05, 0.93, -0.82,0.08, 0.09, 1.03
 -1.70, 0.85, -0.82,0.08, 0.10, 1.02
 -2.07, 0.97, -0.89,0.07, 0.09, 1.02
 -1.93, 0.84, -0.85,0.08, 0.10, 1.01
 -1.94, 0.92, -0.92,0.07, 0.09, 1.02
 -2.12, 0.82, -0.63,0.07, 0.10, 1.02
 -2.18, 0.91, -0.74,0.08, 0.09, 1.03
 -1.95, 0.98, -0.71,0.07, 0.09, 1.02
 -1.91, 0.95, -0.56,0.07, 0.09, 1.03
 -2.02, 0.93, -0.53,0.07, 0.09, 1.01
 -1.82, 0.92, -0.69,0.07, 0.09, 1.03
 -2.02, 0.99, -0.80,0.07, 0.09, 1.01
 -1.81, 0.87, -0.80,0.08, 0.09, 1.03
 -1.95, 0.73, -0.78,0.07, 0.09, 1.02
 -1.94, 0.92, -0.85,0.07, 0.09, 1.02
 -1.85, 1.05, -0.75,0.08, 0.09, 1.03
 -2.02, 0.91, -0.86,0.08, 0.09, 1.03
 -2.08, 0.82, -0.64,0.08, 0.10, 1.02
 -2.05, 0.92, -0.79,0.07, 0.09, 1.02
 -1.90, 1.00, -0.81,0.08, 0.09, 1.02
 -1.76, 0.85, -0.54,0.07, 0.09, 1.02
 -1.98, 0.92, -0.63,0.07, 0.09, 1.02
 -1.86, 0.87, -0.73,0.07, 0.09, 1.02
 -2.06, 0.88, -0.76,0.08, 0.09, 1.02
 -1.82, 0.89, -0.87,0.08, 0.09, 1.03
 -2.05, 1.03, -0.77,0.07, 0.09, 1.03
 -1.85, 0.75, -0.79,0.07, 0.09, 1.02
 -1.83, 0.89, -0.82,0.07, 0.09, 1.03
 -2.03, 0.66, -0.74,0.07, 0.09, 1.02
 -2.02, 0.87, -0.89,0.07, 0.08, 1.02
 -2.11, 1.11, -0.78,0.08, 0.09, 1.02
 -1.80, 0.90, -0.74,0.08, 0.09, 1.03
 -1.80, 0.82, -0.70,0.08, 0.10, 1.01
 -2.15, 1.05, -0.56,0.08, 0.09, 1.02
 -2.15, 0.98, -0.73,0.07, 0.09, 1.03
 -1.97, 0.92, -0.80,0.08, 0.09, 1.02
 -1.84, 0.94, -0.53,0.08, 0.09, 1.02
 -1.96, 0.81, -0.50,0.07, 0.09, 1.02
 -1.87, 1.13, -0.69,0.07, 0.09, 1.03
 -1.89, 0.88, -0.73,0.07, 0.09, 1.03
 -1.96, 0.93, -0.94,0.07, 0.09, 1.01
 -2.03, 0.80, -0.97,0.07, 0.09, 1.02
 -2.21, 1.12, -1.08,0.08, 0.09, 1.01
 -2.02, 0.99, -0.82,0.07, 0.09, 1.02
 -2.05, 0.81, -0.69,0.07, 0.10, 1.02
 -1.95, 0.91, -0.72,0.07, 0.09, 1.02
 -1.79, 0.78, -0.69,0.07, 0.09, 1.03
 -1.88, 0.95, -0.50,0.07, 0.09, 1.03
 -1.95, 0.99, -0.62,0.07, 0.09, 1.02
 -1.78, 0.82, -0.69,0.08, 0.09, 1.02
 -1.95, 0.98, -0.67,0.07, 0.10, 1.02
 -1.99, 1.15, -0.84,0.07, 0.09, 1.01
 -1.95, 1.08, -0.89,0.07, 0.10, 1.02
 -2.13, 0.91, -0.86,0.08, 0.09, 1.03
 -2.05, 1.11, -1.05,0.08, 0.09, 1.02
 -1.77, 0.93, -0.73,0.07, 0.09, 1.02
 -1.82, 0.89, -0.76,0.07, 0.09, 1.02
 -1.73, 0.92, -0.69,0.07, 0.09, 1.02
 -1.93, 0.78, -0.89,0.07, 0.09, 1.02
 -1.85, 0.82, -0.69,0.08, 0.09, 1.02
 -1.85, 0.83, -0.72,0.07, 0.09, 1.02
 -2.15, 0.99, -0.60,0.08, 0.09, 1.02
 -1.79, 0.85, -0.66,0.08, 0.09, 1.02
 -2.13, 0.92, -0.76,0.08, 0.10, 1.02
 -1.89, 1.02, -0.73,0.08, 0.09, 1.02
 -1.83, 0.82, -0.79,0.07, 0.09, 1.02
 -1.84, 0.73, -0.89,0.07, 0.09, 1.02
 -1.79, 0.89, -0.84,0.07, 0.09, 1.02
 -1.97, 0.89, -0.87,0.08, 0.10, 1.02
 -2.10, 1.08, -0.90,0.07, 0.09, 1.02
 -1.85, 1.18, -0.76,0.08, 0.10, 1.02
 -2.02, 0.86, -0.70,0.08, 0.09, 1.03
 -1.97, 0.79, -0.65,0.07, 0.10, 1.02
 -1.86, 0.69, -0.66,0.07, 0.09, 1.02
 -2.02, 0.88, -0.54,0.07, 0.09, 1.02
 -1.99, 0.98, -0.73,0.06, 0.08, 1.02
 -1.74, 0.97, -0.82,0.07, 0.09, 1.02
 -1.99, 0.84, -0.69,0.08, 0.09, 1.02
 -1.77, 0.98, -0.88,0.08, 0.09, 1.02
 -1.89, 1.04, -0.79,0.08, 0.10, 1.02
 -2.00, 0.85, -0.97,0.08, 0.09, 1.03
 -1.90, 1.13, -1.14,0.08, 0.09, 1.03
 -1.95, 0.85, -0.88,0.07, 0.09, 1.02
 -1.97, 1.05, -0.85,0.08, 0.09, 1.03
 -1.94, 0.79, -0.85,0.07, 0.09, 1.02
 -2.04, 0.82, -0.73,0.07, 0.09, 1.02
 -1.98, 0.76, -0.79,0.07, 0.09, 1.01
 -1.93, 0.85, -0.69,0.08, 0.09, 1.02
 -2.03, 1.01, -0.80,0.07, 0.09, 1.03
 -1.99, 1.04, -0.63,0.07, 0.09, 1.01
 -2.02, 0.99, -0.65,0.08, 0.09, 1.01
 -1.91, 1.03, -0.66,0.07, 0.09, 1.03
 -2.06, 1.03, -0.92,0.08, 0.09, 1.03
 -1.93, 0.70, -0.68,0.07, 0.09, 1.03
 -1.82, 0.98, -0.76,0.07, 0.09, 1.03
 -1.87, 0.88, -0.85,0.08, 0.09, 1.02
 -2.21, 1.05, -0.84,0.07, 0.09, 1.02
 -1.88, 1.05, -0.86,0.08, 0.09, 1.02
 -2.12, 0.96, -0.95,0.07, 0.09, 1.02
 -2.00, 1.02, -0.75,0.08, 0.09, 1.02
 -1.99, 0.68, -0.48,0.08, 0.09, 1.01
 -1.98, 0.79, -0.66,0.07, 0.09, 1.03
 -1.99, 0.97, -0.62,0.07, 0.10, 1.02
 -2.01, 0.80, -0.72,0.07, 0.09, 1.02
 -1.71, 0.83, -0.71,0.07, 0.09, 1.03
 -2.02, 0.90, -0.79,0.07, 0.10, 1.01
 -2.02, 0.98, -1.08,0.07, 0.09, 1.02
 -1.89, 0.75, -1.05,0.08, 0.09, 1.02
 -2.04, 1.02, -0.83,0.08, 0.09, 1.03
 -2.05, 0.73, -0.94,0.08, 0.09, 1.02
 -1.92, 0.90, -0.73,0.07, 0.09, 1.02
 -2.04, 0.95, -0.67,0.07, 0.09, 1.01
 -1.81, 0.93, -0.71,0.08, 0.09, 1.02
 -1.90, 0.95, -0.70,0.07, 0.10, 1.02
 -1.86, 0.93, -0.72,0.08, 0.09, 1.03
 -1.92, 0.94, -0.73,0.07, 0.09, 1.02
 -1.95, 0.95, -0.61,0.07, 0.09, 1.03
 -2.00, 0.95, -0.67,0.08, 0.09, 1.03
 -1.95, 1.08, -0.91,0.08, 0.09, 1.01
 -1.95, 1.02, -0.88,0.07, 0.09, 1.02
 -1.98, 0.94, -0.92,0.08, 0.09, 1.02
 -1.83, 1.05, -0.99,0.08, 0.10, 1.02
 -1.77, 0.98, -0.93,0.07, 0.09, 1.02
 -1.84, 0.71, -0.91,0.06, 0.09, 1.02
 -1.93, 1.02, -0.81,0.07, 0.09, 1.01
 -2.02, 0.72, -0.79,0.07, 0.09, 1.03
 -1.90, 0.92, -0.85,0.07, 0.09, 1.01
 -1.91, 0.93, -0.75,0.07, 0.09, 1.03
 -2.07, 0.85, -0.73,0.07, 0.09, 1.02
 -1.96, 0.98, -0.57,0.08, 0.10, 1.02
 -2.00, 0.71, -0.73,0.07, 0.10, 1.01
 -1.81, 0.88, -0.71,0.07, 0.09, 1.03
 -1.72, 1.02, -0.70,0.06, 0.09, 1.02
 -2.10, 0.82, -0.89,0.07, 0.08, 1.02
 -1.74, 0.95, -0.89,0.07, 0.09, 1.02
 -2.05, 0.84, -0.85,0.07, 0.09, 1.02
 -1.93, 1.02, -0.92,0.07, 0.09, 1.02
 -2.06, 0.85, -0.74,0.08, 0.09, 1.01
 -2.08, 0.91, -0.64,0.08, 0.09, 1.01
 -1.95, 0.98, -0.59,0.08, 0.10, 1.02
 -2.00, 0.85, -0.60,0.08, 0.09, 1.01
 -2.01, 0.74, -0.68,0.07, 0.09, 1.02
 -1.91, 0.89, -0.73,0.07, 0.09, 1.02
 -1.96, 0.81, -0.84,0.07, 0.09, 1.03
 -2.02, 0.74, -0.78,0.07, 0.09, 1.02
 -1.88, 0.92, -0.81,0.08, 0.09, 1.03
 -1.95, 1.07, -0.98,0.08, 0.10, 1.03
 -2.21, 0.90, -0.86,0.07, 0.09, 1.02
 -1.91, 0.89, -0.85,0.07, 0.09, 1.02
 -1.92, 0.85, -0.74,0.07, 0.09, 1.03
 -2.02, 0.88, -0.92,0.08, 0.10, 1.03
 -1.73, 1.05, -0.82,0.07, 0.09, 1.02
 -1.91, 1.04, -0.83,0.07, 0.09, 1.01
 -1.92, 0.85, -0.60,0.07, 0.09, 1.02
 -1.94, 0.90, -0.71,0.08, 0.09, 1.02
 -1.89, 1.04, -0.73,0.07, 0.09, 1.02
 -2.01, 0.88, -0.66,0.08, 0.09, 1.02
 -2.21, 0.88, -0.85,0.08, 0.09, 1.03
 -2.07, 0.96, -0.78,0.07, 0.09, 1.02
 -2.02, 0.95, -0.65,0.07, 0.10, 1.02
 -1.97, 0.98, -0.88,0.07, 0.09, 1.02
 -1.93, 1.16, -0.82,0.07, 0.09, 1.02
 -1.99, 0.79, -0.91,0.07, 0.09, 1.02
 -2.13, 1.01, -0.80,0.08, 0.10, 1.02
 -1.98, 0.85, -0.84,0.08, 0.09, 1.02
 -1.97, 0.72, -0.74,0.08, 0.10, 1.02
 -1.95, 1.09, -0.70,0.07, 0.10, 1.03
 -1.94, 1.03, -0.62,0.08, 0.10, 1.03
 -1.91, 0.77, -0.55,0.07, 0.09, 1.02
 -1.95, 0.82, -0.60,0.07, 0.09, 1.02
 -1.89, 0.86, -0.71,0.07, 0.09, 1.02
 -1.81, 0.89, -0.68,0.07, 0.09, 1.01
 -2.04, 0.95, -0.73,0.07, 0.09, 1.01
 -2.19, 0.93, -0.96,0.07, 0.09, 1.02
 -1.97, 0.88, -0.97,0.07, 0.09, 1.03
 -1.73, 0.92, -0.87,0.08, 0.09, 1.03
 -1.91, 1.05, -0.98,0.08, 0.10, 1.02
 -1.94, 0.79, -0.76,0.08, 0.09, 1.02
 -1.82, 0.83, -0.80,0.07, 0.09, 1.02
 -1.88, 0.93, -0.71,0.07, 0.09, 1.02
 -1.79, 1.02, -0.71,0.07, 0.10, 1.03
 -1.98, 0.97, -0.73,0.08, 0.09, 1.02
 -1.95, 0.73, -0.65,0.07, 0.09, 1.02
 -2.11, 1.00, -0.62,0.07, 0.08, 1.02
 -1.92, 0.97, -0.73,0.08, 0.09, 1.02
 -2.06, 1.07, -0.69,0.07, 0.10, 1.02
 -1.89, 1.02, -1.08,0.07, 0.10, 1.02
 -2.01, 1.08, -0.85,0.08, 0.09, 1.02
 -1.93, 0.89, -0.86,0.07, 0.09, 1.03
 -1.77, 1.03, -1.05,0.08, 0.09, 1.02
 -1.89, 0.88, -0.85,0.07, 0.09, 1.01
 -1.90, 1.08, -0.87,0.07, 0.08, 1.02
 -2.16, 1.09, -0.66,0.07, 0.09, 1.01
 -2.10, 0.86, -0.79,0.07, 0.09, 1.01
 -1.96, 0.96, -0.75,0.08, 0.10, 1.02
 -1.91, 0.79, -0.79,0.07, 0.09, 1.03
 -1.92, 0.88, -0.65,0.07, 0.10, 1.02
 -2.03, 1.00, -0.69,0.08, 0.09, 1.02
 -1.89, 0.93, -0.65,0.08, 0.09, 1.02
 -1.99, 1.00, -0.85,0.07, 0.09, 1.02
 -1.92, 0.74, -0.92,0.07, 0.09, 1.02
 -2.04, 0.85, -1.00,0.07, 0.09, 1.02
 -1.78, 0.79, -0.80,0.07, 0.09, 1.02
 -2.03, 0.79, -0.96,0.08, 0.09, 1.01
 -1.92, 0.75, -0.90,0.07, 0.09, 1.02
 -1.95, 0.84, -0.83,0.08, 0.09, 1.03
 -1.88, 0.92, -0.59,0.07, 0.09, 1.03
 -1.90, 0.79, -0.74,0.07, 0.09, 1.02
 -2.02, 0.92, -0.58,0.07, 0.09, 1.02
 -1.79, 0.96, -0.72,0.07, 0.09, 1.02
 -2.03, 0.92, -0.60,0.07, 0.08, 1.02
 -2.23, 0.98, -0.85,0.07, 0.08, 1.03
